Sequence,Session,Run,Block,Sentence,SpContent,Keyword1,Keyword2,Keyword3,Keyword4,AudDur,compared to 2000ms?,,AudFile,Orientation,TargetPresence,GaborLoc,TD,SentencePresence,WavfileDir,FixFlipTime,FixFlipEnd,FixClearFlipTime,FixClearFlipEnd,DurAudOnset,StimAudOnset,StimAudFlipTime,latency,DurGbOnset,StimGbOnset,StimGbFlipTime,StimGbFlipEnd,GbClearFlipTime,GbClearFlipEnd,endAudPositionSecs,estAudStopTime,Resp1PrmptTime,Resp1FlipTime,Resp1FlipEnd,Resp1ScrClearTime,Resp1ClearFlipTime,Resp1ClearFlipEnd,Resp2FlipTime,Resp2FlipEnd,Resp2ScrClearTime,TrialDuration,EndPromptFlipTime,EndPromptFlipEnd,SentenceOnset,SentenceFlipTime,SentenceFlipEnd,RespAud,AccAud,RtAbsAud,RTAud,RespGb,AccGb,RtAbsGb,RTGb,RespMemory,AccMemory,RtAbsMemory,RTMemory
243,main,6,1,bkbf1709,They had some jam pudding,They,jam,pudding,,1491.156463,508.843537,,bkbf1709_8ch.wav,1.797964432,0,-2.08541115,1.012566269,NaN,C:\Users\Han\Desktop\scripts_han\Versions\study3_behavioural\v1_220405_1img_per_trial_gaborStim_fmriready_postbucni_behavpilot\audiostim\main\bkbf1709_8ch.wav,983518.8558,983518.8558,0.2020528,0.2021153,0.254421769,983519.3002,0.444421768,-0.0120528,0.85,983519.9058,1.0517065,1.0517766,1.3534185,1.3534892,1.491166667,983520.7919,983521.0558,2.2014995,2.2015618,983522.5558,NaN,NaN,3.7015635,3.701625,983524.0558,5.2156137,5.2016993,5.2017797,NaN,NaN,NaN,0,0,983521.5081,0.4508041,1,0,983522.7852,0.2278601,NaN,NaN,NaN,NaN
244,main,6,1,bkbf0504,The train had a bad crash,train,bad,crash,,1688.798186,311.201814,,bkbf0504_8ch.wav,0.785398163,1,1.466428492,0,NaN,C:\Users\Han\Desktop\scripts_han\Versions\study3_behavioural\v1_220405_1img_per_trial_gaborStim_fmriready_postbucni_behavpilot\audiostim\main\bkbf0504_8ch.wav,983524.084,983524.0841,0.2020907,0.2021483,0.155600907,983524.4296,0.345600907,-0.0120907,0.85,983525.134,1.0514192,1.0514698,1.3531327,1.353214,1.688791667,983526.1191,983526.284,2.2015093,2.2015719,983527.784,NaN,NaN,3.7015665,3.7016283,983529.284,5.2176373,5.2017523,5.2018338,NaN,NaN,NaN,1,1,983527.3422,1.0566409,0,0,983528.7362,0.9506039,NaN,NaN,NaN,NaN
245,main,6,1,bkbf1201,The food cost a lot,food,cost,lot,,1315.056689,684.943311,,bkbf1201_8ch.wav,-0.071720948,0,1.546927055,-0.857119111,NaN,C:\Users\Han\Desktop\scripts_han\Versions\study3_behavioural\v1_220405_1img_per_trial_gaborStim_fmriready_postbucni_behavpilot\audiostim\main\bkbf1201_8ch.wav,983529.3129,983529.313,0.201824,0.2018873,0.342471656,983529.8453,0.532471655,-0.011824,0.85,983530.3629,1.0516524,1.0517164,1.3533884,1.3534499,1.3150625,983531.1605,983531.5129,2.2015704,2.2016311,983533.0129,NaN,NaN,3.7012164,3.7012411,983534.5129,5.2158372,5.2016995,5.2017667,NaN,NaN,NaN,1,1,983532.426,0.911552,0,1,983533.2703,0.2562401,NaN,NaN,NaN,NaN
246,main,6,1,bkbf0503,They're running past the house,Theyre,running,past,house,1700.997732,299.002268,,bkbf0503_8ch.wav,0.785398163,1,0.767634288,0,NaN,C:\Users\Han\Desktop\scripts_han\Versions\study3_behavioural\v1_220405_1img_per_trial_gaborStim_fmriready_postbucni_behavpilot\audiostim\main\bkbf0503_8ch.wav,983534.5412,983534.5413,0.2015749,0.2016002,0.149501134,983534.8807,0.339501134,-0.0115749,0.85,983535.5912,1.0517088,1.0517779,1.353466,1.3535304,1.701,983536.5812,983536.7412,2.2015882,2.2016557,983538.2412,NaN,NaN,3.7072043,3.7072431,983539.7412,5.2159619,5.2016804,5.2017416,NaN,NaN,NaN,NaN,0,NaN,9999,0,0,983538.2913,0.0429182,NaN,NaN,NaN,NaN
247,main,6,3,bkbf1706,People are going home,People,going,home,,1282.131519,717.868481,,bkbf1706_6ch.wav,1.791056952,0,-2.110087882,1.005658788,NaN,C:\Users\Han\Desktop\scripts_han\Versions\study3_behavioural\v1_220405_1img_per_trial_gaborStim_fmriready_postbucni_behavpilot\audiostim\main\bkbf1706_6ch.wav,983550.3597,983550.3598,0.2018456,0.2019173,0.358934241,983550.9086,0.54893424,-0.0118456,0.85,983551.4097,1.0512065,1.0512386,1.3529274,1.3529904,1.282125,983552.1905,983552.5597,2.2011394,2.2011814,983554.0597,NaN,NaN,3.7015309,3.7015919,983555.5597,5.2128967,5.2017611,5.2018416,NaN,NaN,NaN,1,1,983553.7921,1.23128,0,1,983554.647,0.585729,NaN,NaN,NaN,NaN
248,main,6,3,bkbf0603,They laughed at his story,They,laughed,story,,1495.963719,504.036281,,bkbf0603_6ch.wav,-0.153270705,0,0.255298622,-0.938668868,NaN,C:\Users\Han\Desktop\scripts_han\Versions\study3_behavioural\v1_220405_1img_per_trial_gaborStim_fmriready_postbucni_behavpilot\audiostim\main\bkbf0603_6ch.wav,983555.5882,983555.5883,0.2014773,0.2015067,0.252018141,983556.0302,0.44201814,-0.0114773,0.85,983556.6382,1.051621,1.0516833,1.3529302,1.3529521,1.495958333,983557.5263,983557.7882,2.201508,2.2015698,983559.2882,NaN,NaN,3.7016001,3.7016676,983560.7882,5.2158867,5.2015156,5.2015407,NaN,NaN,NaN,1,1,983558.0213,0.231634,0,1,983560.2651,0.9752692,NaN,NaN,NaN,NaN
249,main,6,3,bkbf2113,The father picked some pears,father,picked,pears,,1689.569161,310.430839,,bkbf2113_6ch.wav,0.785398163,1,-2.36340489,0,NaN,C:\Users\Han\Desktop\scripts_han\Versions\study3_behavioural\v1_220405_1img_per_trial_gaborStim_fmriready_postbucni_behavpilot\audiostim\main\bkbf2113_6ch.wav,983560.8164,983560.8164,0.2020165,0.2020786,0.15521542,983561.1616,0.345215419,-0.0120165,0.85,983561.8664,1.0517048,1.0517749,1.3533405,1.3534019,1.6895625,983562.8513,983563.0164,2.2014911,2.2015546,983564.5164,NaN,NaN,3.7015423,3.7016037,983566.0164,5.217425,5.2016216,5.2016926,NaN,NaN,NaN,0,0,983564.088,1.0701416,1,1,983565.8001,1.2821393,NaN,NaN,NaN,NaN
250,main,6,3,bkbf1014,The ground was too hard,ground,too,hard,,1469.886621,530.113379,,bkbf1014_6ch.wav,0.785398163,1,0.661111219,0,NaN,C:\Users\Han\Desktop\scripts_han\Versions\study3_behavioural\v1_220405_1img_per_trial_gaborStim_fmriready_postbucni_behavpilot\audiostim\main\bkbf1014_6ch.wav,983566.045,983566.0451,0.2018064,0.2018633,0.26505669,983566.5,0.455056689,-0.0118064,0.85,983567.095,1.0517121,1.0517806,1.3533771,1.3534385,1.469895833,983567.9695,983568.245,2.2015495,2.2016109,983569.745,NaN,NaN,3.7016078,3.7016754,983571.245,5.2163382,5.20171,5.2017724,NaN,NaN,NaN,1,1,983568.9244,0.6778771,0,0,983570.1725,0.4258893,NaN,NaN,NaN,NaN
251,main,6,3,bkbf0304,The farmer keeps a bull,farmer,keeps,bull,,1402.267574,597.732426,,bkbf0304_6ch.wav,1.697517497,0,-2.898209525,0.912119334,NaN,C:\Users\Han\Desktop\scripts_han\Versions\study3_behavioural\v1_220405_1img_per_trial_gaborStim_fmriready_postbucni_behavpilot\audiostim\main\bkbf0304_6ch.wav,983571.2735,983571.2736,0.2014419,0.2014679,0.298866213,983571.7624,0.488866213,-0.0114419,0.85,983572.3235,1.0512613,1.0512854,1.3529826,1.3530502,1.402270833,983573.1645,983573.4735,2.2015152,2.2015806,983574.9735,NaN,NaN,3.7016163,3.7016837,983576.4735,5.2159442,5.2015213,5.2015457,NaN,NaN,NaN,1,1,983573.4775,0.0024989,0,1,983574.9762,0.0010856,NaN,NaN,NaN,NaN
252,main,6,3,bkbf1804,He's skating with his friend,Hes,skating,with,friend,1567.120181,432.879819,,bkbf1804_6ch.wav,0.785398163,1,2.977832423,0,NaN,C:\Users\Han\Desktop\scripts_han\Versions\study3_behavioural\v1_220405_1img_per_trial_gaborStim_fmriready_postbucni_behavpilot\audiostim\main\bkbf1804_6ch.wav,983576.5017,983576.5017,0.2019106,0.2019741,0.21643991,983576.9081,0.406439909,-0.0119106,0.85,983577.5517,1.0516294,1.0516917,1.3532769,1.3533384,1.567125,983578.4752,983578.7017,2.2014855,2.2015482,983580.2017,NaN,NaN,3.7016194,3.7017554,983581.7017,5.2183098,5.2017367,5.202521,NaN,NaN,NaN,1,1,983579.077,0.3737844,0,0,983581.0347,0.8314163,NaN,NaN,NaN,NaN
253,main,6,1,bkbf0402,The machine was quite noisy,machine,quite,noisy,,1669.478458,330.521542,,bkbf0402_8ch.wav,-0.227820991,0,0.178706423,-1.013219154,NaN,C:\Users\Han\Desktop\scripts_han\Versions\study3_behavioural\v1_220405_1img_per_trial_gaborStim_fmriready_postbucni_behavpilot\audiostim\main\bkbf0402_8ch.wav,983593.4024,983593.4024,0.2016797,0.2017152,0.165260771,983593.7577,0.355260771,-0.0116797,0.85,983594.4524,1.0515375,1.0516056,1.3528443,1.352869,1.669479167,983595.4268,983595.6024,2.2011654,2.201188,983597.1024,NaN,NaN,3.7015874,3.7016489,983598.6024,5.2078608,5.2017125,5.2017798,NaN,NaN,NaN,0,0,983596.1129,0.5092732,0,1,983597.3542,0.2502016,NaN,NaN,NaN,NaN
254,main,6,1,bkbf0815,The three girls are listening,three,girls,listening,,1499.319728,500.680272,,bkbf0815_8ch.wav,0.785398163,1,1.559056305,0,NaN,C:\Users\Han\Desktop\scripts_han\Versions\study3_behavioural\v1_220405_1img_per_trial_gaborStim_fmriready_postbucni_behavpilot\audiostim\main\bkbf0815_8ch.wav,983598.6312,983598.6313,0.2018139,0.2018974,0.250340136,983599.0715,0.440340136,-0.0118139,0.85,983599.6812,1.0514338,1.0514567,1.3528802,1.3529016,1.4993125,983600.571,983600.8312,2.2015666,2.2016283,983602.3312,NaN,NaN,3.7015409,3.7015976,983603.8312,5.2162192,5.2017345,5.2018079,NaN,NaN,NaN,1,1,983601.4313,0.5986194,1,1,983602.5939,0.2612136,NaN,NaN,NaN,NaN
255,main,6,1,bkbf0712,The father forgot the bread,father,forgot,bread,,1543.219955,456.780045,,bkbf0712_8ch.wav,0.785398163,1,-1.698999794,0,NaN,C:\Users\Han\Desktop\scripts_han\Versions\study3_behavioural\v1_220405_1img_per_trial_gaborStim_fmriready_postbucni_behavpilot\audiostim\main\bkbf0712_8ch.wav,983603.8596,983603.8597,0.2014224,0.20145,0.228390023,983604.278,0.418390022,-0.0114224,0.85,983604.9096,1.0517018,1.0517711,1.3532577,1.3533146,1.543229167,983605.8211,983606.0596,2.2015547,2.2029599,983607.5596,NaN,NaN,3.7015398,3.7016006,983609.0596,5.2162857,5.2017437,5.2018257,NaN,NaN,NaN,1,1,983607.2691,1.2079373,1,1,983608.0616,0.5003897,NaN,NaN,NaN,NaN
256,main,6,1,bkbf1910,She hurt her hand,She,hurt,hand,,1392.108844,607.891156,,bkbf1910_8ch.wav,1.774321451,0,-2.834237411,0.988923288,NaN,C:\Users\Han\Desktop\scripts_han\Versions\study3_behavioural\v1_220405_1img_per_trial_gaborStim_fmriready_postbucni_behavpilot\audiostim\main\bkbf1910_8ch.wav,983609.0876,983609.0876,0.2021934,0.2023083,0.303945578,983609.5815,0.493945578,-0.0121934,0.85,983610.1376,1.051336,1.0513637,1.3529347,1.3529565,1.392104167,983610.9737,983611.2876,2.2013867,2.201409,983612.7876,NaN,NaN,3.7010821,3.7011174,983614.2876,5.2155228,5.2016442,5.2017093,NaN,NaN,NaN,0,0,983612.2251,0.9361255,1,0,983613.1205,0.3318415,NaN,NaN,NaN,NaN
257,main,6,1,bkbf1314,The boy has black hair,boy,black,hair,,1405.623583,594.376417,,bkbf1314_8ch.wav,1.683191657,0,0.957556493,0.897793493,NaN,C:\Users\Han\Desktop\scripts_han\Versions\study3_behavioural\v1_220405_1img_per_trial_gaborStim_fmriready_postbucni_behavpilot\audiostim\main\bkbf1314_8ch.wav,983614.3163,983614.3164,0.2018686,0.2019311,0.297188209,983614.8035,0.487188208,-0.0118686,0.85,983615.3663,1.0513294,1.0513526,1.3526648,1.3526912,1.405625,983616.2094,983616.5163,2.2013703,2.2014152,983618.0163,NaN,NaN,3.7014311,3.701455,983619.5163,5.2161326,5.2015683,5.2015929,NaN,NaN,NaN,1,1,983616.8136,0.2958526,0,1,983618.3212,0.3034185,NaN,NaN,NaN,NaN
258,main,6,1,bkbf1801,The cake shop's opening,cake,shops,opening,,1411.292517,588.707483,,bkbf1801_8ch.wav,0.785398163,1,0.232845412,0,NaN,C:\Users\Han\Desktop\scripts_han\Versions\study3_behavioural\v1_220405_1img_per_trial_gaborStim_fmriready_postbucni_behavpilot\audiostim\main\bkbf1801_8ch.wav,983619.5446,983619.5446,0.2020467,0.2021092,0.294353742,983620.0289,0.484353741,-0.0120467,0.85,983620.5946,1.0516287,1.0516938,1.3533467,1.3534151,1.411291667,983621.4401,983621.7446,2.2014526,2.2015103,983623.2446,NaN,NaN,3.7062635,3.7062964,983624.7446,5.2170288,5.2013224,5.201347,NaN,NaN,NaN,NaN,0,NaN,9999,1,1,983623.5252,0.2743642,NaN,NaN,NaN,NaN
259,main,6,2,bkbf0205,He cut his finger,He,cut,finger,,1104.353741,895.646259,,bkbf0205_8ch.wav,0.785398163,1,2.061273004,0,NaN,C:\Users\Han\Desktop\scripts_han\Versions\study3_behavioural\v1_220405_1img_per_trial_gaborStim_fmriready_postbucni_behavpilot\audiostim\main\bkbf0205_8ch.wav,983634.9303,983634.9303,0.2019487,0.2020114,0.44782313,983635.5681,0.637823129,-0.0119487,0.85,983635.9803,1.0516895,1.051753,1.3534183,1.35348,1.104354167,983636.6728,983637.1303,2.2015771,2.2016452,983638.6303,NaN,NaN,3.7015794,3.7016474,983640.1303,5.2099597,5.2013825,5.2014187,NaN,NaN,NaN,0,0,983638.1475,1.0156928,1,1,983639.1304,0.4985391,NaN,NaN,NaN,NaN
260,main,6,2,bkbf2016,The flower stands in a pot,flower,stands,pot,,1609.52381,390.47619,,bkbf2016_8ch.wav,1.0105177,0,3.100979455,0.225119537,NaN,C:\Users\Han\Desktop\scripts_han\Versions\study3_behavioural\v1_220405_1img_per_trial_gaborStim_fmriready_postbucni_behavpilot\audiostim\main\bkbf2016_8ch.wav,983640.1589,983640.1591,0.2014424,0.2014646,0.195238095,983640.5441,0.385238095,-0.0114424,0.85,983641.2089,1.0512371,1.0512794,1.3524767,1.3525126,1.609520833,983642.1538,983642.3589,2.2015515,2.201637,983643.8589,NaN,NaN,3.701773,3.7018797,983645.3589,5.2166712,5.2017082,5.2017766,NaN,NaN,NaN,0,0,983643.1342,0.7738062,1,0,983644.7138,0.8531544,NaN,NaN,NaN,NaN
261,main,6,2,bkbf2013,She brushed her hair,She,brushed,hair,,1130.884354,869.115646,,bkbf2013_8ch.wav,0.785398163,1,-1.603388596,0,NaN,C:\Users\Han\Desktop\scripts_han\Versions\study3_behavioural\v1_220405_1img_per_trial_gaborStim_fmriready_postbucni_behavpilot\audiostim\main\bkbf2013_8ch.wav,983645.3872,983645.3872,0.2019418,0.2020246,0.434557823,983646.0117,0.624557823,-0.0119418,0.85,983646.4372,1.0517241,1.0518003,1.3533869,1.3534838,1.130875,983647.1422,983647.5872,2.2015349,2.2015975,983649.0872,NaN,NaN,3.7061992,3.7062341,983650.5872,5.2158167,5.2016325,5.2016546,NaN,NaN,NaN,NaN,0,NaN,9999,NaN,0,NaN,9999,NaN,NaN,NaN,NaN
262,main,6,2,bkbf1216,A tree fell on the house,tree,fell,house,,1651.836735,348.163265,,bkbf1216_8ch.wav,0.524866787,0,-1.567234016,-0.260531376,NaN,C:\Users\Han\Desktop\scripts_han\Versions\study3_behavioural\v1_220405_1img_per_trial_gaborStim_fmriready_postbucni_behavpilot\audiostim\main\bkbf1216_8ch.wav,983650.6155,983650.6155,0.2019393,0.2020134,0.174081633,983650.9796,0.364081632,-0.0119393,0.85,983651.6655,1.0517147,1.05178,1.3533804,1.3536905,1.651833333,983652.6312,983652.8155,2.2014801,2.2015361,983654.3155,NaN,NaN,3.7064856,3.7065196,983655.8155,5.2175941,5.2016279,5.2016918,NaN,NaN,NaN,NaN,0,NaN,9999,0,1,983654.4514,0.1294239,NaN,NaN,NaN,NaN
263,main,6,2,bkbf1006,The kitchen clock was wrong,kitchen,clock,wrong,,1663.265306,336.734694,,bkbf1006_8ch.wav,0.785398163,1,1.37174937,0,NaN,C:\Users\Han\Desktop\scripts_han\Versions\study3_behavioural\v1_220405_1img_per_trial_gaborStim_fmriready_postbucni_behavpilot\audiostim\main\bkbf1006_8ch.wav,983655.844,983655.8441,0.2018529,0.20191,0.168367347,983656.2024,0.358367347,-0.0118529,0.85,983656.894,1.0514925,1.0515168,1.3528007,1.3528223,1.663270833,983657.8655,983658.044,2.2014675,2.2015241,983659.544,NaN,NaN,3.7015809,3.7016511,983661.044,5.2166977,5.2020485,5.202117,NaN,NaN,NaN,0,0,983658.2471,0.2016197,1,1,983659.5684,0.0228181,NaN,NaN,NaN,NaN
264,main,6,2,bkbf1406,He dropped his money,He,dropped,money,,1149.931973,850.068027,,bkbf1406_8ch.wav,0.477522915,0,0.930507537,-0.307875248,NaN,C:\Users\Han\Desktop\scripts_han\Versions\study3_behavioural\v1_220405_1img_per_trial_gaborStim_fmriready_postbucni_behavpilot\audiostim\main\bkbf1406_8ch.wav,983661.0726,983661.0727,0.2018414,0.201922,0.425034014,983661.6876,0.615034013,-0.0118414,0.85,983662.1226,1.0513077,1.0513298,1.3529995,1.3530615,1.1499375,983662.8373,983663.2726,2.2011833,2.2012047,983664.7726,NaN,NaN,3.7015988,3.7016666,983666.2726,5.2224693,5.2082918,5.2083149,NaN,NaN,NaN,0,0,983663.544,0.2702919,NaN,0,NaN,9999,NaN,NaN,NaN,NaN
265,main,7,4,bkbf0202,They had a lovely day,They,lovely,day,,1295.238095,704.761905,,bkbf0202_6ch.wav,0.785398163,1,-1.434836915,0,NaN,C:\Users\Han\Desktop\scripts_han\Versions\study3_behavioural\v1_220405_1img_per_trial_gaborStim_fmriready_postbucni_behavpilot\audiostim\main\bkbf0202_6ch.wav,985297.7992,985297.7992,0.2017264,0.2017942,0.352380953,985298.3416,0.542380952,-0.0117264,0.85,985298.8492,1.051743,1.051811,1.3530821,1.3531077,1.295229167,985299.6359,985299.9992,2.2016666,2.2018522,985301.4992,NaN,NaN,3.7015866,3.701658,985302.9992,5.2072846,5.2012783,5.2013041,NaN,NaN,NaN,1,1,985300.6558,0.6548785,1,1,985302.1919,0.6911346,NaN,NaN,NaN,NaN
266,main,7,4,bkbf0708,The young people are dancing,young,people,dancing,,1642.086168,357.913832,,bkbf0708_6ch.wav,0.785398163,1,2.025545702,0,NaN,C:\Users\Han\Desktop\scripts_han\Versions\study3_behavioural\v1_220405_1img_per_trial_gaborStim_fmriready_postbucni_behavpilot\audiostim\main\bkbf0708_6ch.wav,985303.0317,985303.0318,0.2019996,0.2020621,0.178956916,985303.4007,0.368956916,-0.0119996,0.85,985304.0817,1.0516266,1.0516898,1.3529294,1.3529503,1.642083333,985305.0429,985305.2317,2.2015602,2.201631,985306.7317,NaN,NaN,3.7015612,3.7016232,985308.2317,5.217695,5.2016971,5.2017658,NaN,NaN,NaN,1,1,985305.3503,0.1170596,0,0,985307.0439,0.3106343,NaN,NaN,NaN,NaN
267,main,7,4,bkbf0602,The mother stirs the tea,mother,stirs,tea,,1425.21542,574.78458,,bkbf0602_6ch.wav,0.97325426,0,-1.033381454,0.187856097,NaN,C:\Users\Han\Desktop\scripts_han\Versions\study3_behavioural\v1_220405_1img_per_trial_gaborStim_fmriready_postbucni_behavpilot\audiostim\main\bkbf0602_6ch.wav,985308.2601,985308.2601,0.2020729,0.2021367,0.28739229,985308.7375,0.47739229,-0.0120729,0.85,985309.3101,1.0512706,1.0512937,1.352916,1.352977,1.425208333,985310.1629,985310.4601,2.2015084,2.2015705,985311.9601,NaN,NaN,3.7015139,3.7015752,985313.4601,5.2162021,5.2017024,5.2017722,NaN,NaN,NaN,0,0,985310.4647,0.0030412,1,0,985312.1883,0.2266294,NaN,NaN,NaN,NaN
268,main,7,4,bkbf2011,The girl caught a cold,girl,caught,cold,,1471.70068,528.29932,,bkbf2011_6ch.wav,1.039217411,0,-0.807494191,0.253819248,NaN,C:\Users\Han\Desktop\scripts_han\Versions\study3_behavioural\v1_220405_1img_per_trial_gaborStim_fmriready_postbucni_behavpilot\audiostim\main\bkbf2011_6ch.wav,985313.4888,985313.4889,0.2017789,0.2018424,0.26414966,985313.943,0.45414966,-0.0117789,0.85,985314.5388,1.0513398,1.0513643,1.352633,1.3526544,1.471708333,985315.4146,985315.6888,2.2015309,2.2015924,985317.1888,NaN,NaN,3.7015845,3.7016454,985318.6888,5.2164019,5.2019351,5.2019576,NaN,NaN,NaN,1,1,985315.904,0.2136875,NaN,0,NaN,9999,NaN,NaN,NaN,NaN
269,main,7,4,bkbf0515,The naughty girl's shouting,naughty,girls,shouting,,1615.238095,384.761905,,bkbf0515_6ch.wav,0.785398163,1,3.044353146,0,NaN,C:\Users\Han\Desktop\scripts_han\Versions\study3_behavioural\v1_220405_1img_per_trial_gaborStim_fmriready_postbucni_behavpilot\audiostim\main\bkbf0515_6ch.wav,985318.7168,985318.7169,0.2021088,0.2021696,0.192380953,985319.0992,0.382380952,-0.0121088,0.85,985319.7668,1.0512881,1.0513106,1.3525611,1.3525857,1.615229167,985320.714,985320.9168,2.2015543,2.2016158,985322.4168,NaN,NaN,3.7015943,3.7016622,985323.9168,5.2200282,5.2017035,5.2017708,NaN,NaN,NaN,0,0,985320.9729,0.0545219,1,1,985322.7926,0.374167,NaN,NaN,NaN,NaN
270,main,7,4,bkbf1813,The police help the driver,police,help,driver,,1504.988662,495.011338,,bkbf1813_6ch.wav,0.526025756,0,-2.08397682,-0.259372407,NaN,C:\Users\Han\Desktop\scripts_han\Versions\study3_behavioural\v1_220405_1img_per_trial_gaborStim_fmriready_postbucni_behavpilot\audiostim\main\bkbf1813_6ch.wav,985323.9453,985323.9454,0.2017672,0.2017896,0.247505669,985324.3828,0.437505669,-0.0117672,0.85,985324.9953,1.0519282,1.0519966,1.3534924,1.3535141,1.504979167,985325.8875,985326.1453,2.2015451,2.2016065,985327.6453,NaN,NaN,3.7012079,3.7012336,985329.1453,5.2176861,5.2016301,5.2016918,NaN,NaN,NaN,0,0,985326.532,0.3851351,1,0,985327.9762,0.3296354,NaN,NaN,NaN,NaN
271,main,7,3,bkbf2002,They're going out,Theyre,going,out,,1026.575964,973.424036,,bkbf2002_6ch.wav,-0.178579029,0,2.748964786,-0.963977192,NaN,C:\Users\Han\Desktop\scripts_han\Versions\study3_behavioural\v1_220405_1img_per_trial_gaborStim_fmriready_postbucni_behavpilot\audiostim\main\bkbf2002_6ch.wav,985341.046,985341.046,0.2020134,0.2020752,0.486712018,985341.7227,0.676712018,-0.0120134,0.85,985342.096,1.0516303,1.0516917,1.3529298,1.3529508,1.026583333,985342.7492,985343.246,2.2011549,2.2011788,985344.746,NaN,NaN,3.7015289,3.7016035,985346.246,5.2093444,5.20169,5.2017572,NaN,NaN,NaN,0,0,985343.3635,0.1163807,1,0,985345.1052,0.3576573,NaN,NaN,NaN,NaN
272,main,7,3,bkbf2008,They sat on a wooden bench,They,sat,wooden,bench,1707.120181,292.879819,,bkbf2008_6ch.wav,0.785398163,1,-1.911507237,0,NaN,C:\Users\Han\Desktop\scripts_han\Versions\study3_behavioural\v1_220405_1img_per_trial_gaborStim_fmriready_postbucni_behavpilot\audiostim\main\bkbf2008_6ch.wav,985346.2747,985346.2748,0.201794,0.2018564,0.14643991,985346.6111,0.336439909,-0.011794,0.85,985347.3247,1.051632,1.051694,1.3529259,1.3529471,1.707125,985348.3181,985348.4747,2.2015056,2.2015669,985349.9747,NaN,NaN,3.7015542,3.7016146,985351.4747,5.215909,5.2015407,5.2015652,NaN,NaN,NaN,1,1,985349.0205,0.5443509,0,0,985350.2893,0.3130823,NaN,NaN,NaN,NaN
273,main,7,3,bkbf0901,The book tells a story,book,tells,story,,1488.843537,511.156463,,bkbf0901_6ch.wav,1.629793017,0,-0.038412505,0.844394854,NaN,C:\Users\Han\Desktop\scripts_han\Versions\study3_behavioural\v1_220405_1img_per_trial_gaborStim_fmriready_postbucni_behavpilot\audiostim\main\bkbf0901_6ch.wav,985351.5028,985351.5029,0.2020548,0.2021161,0.255578232,985351.9484,0.445578231,-0.0120548,0.85,985352.5528,1.0520036,1.0520662,1.3532876,1.3533089,1.488833333,985353.4374,985353.7028,2.2015347,2.2015963,985355.2028,NaN,NaN,3.7014401,3.7014614,985356.7028,5.2173378,5.2016122,5.201673,NaN,NaN,NaN,1,1,985354.2426,0.5382636,0,1,985355.4411,0.2368412,NaN,NaN,NaN,NaN
274,main,7,3,bkbf1607,She's paying for her bread,Shes,paying,bread,,1565.668934,434.331066,,bkbf1607_6ch.wav,0.785398163,1,2.138378769,0,NaN,C:\Users\Han\Desktop\scripts_han\Versions\study3_behavioural\v1_220405_1img_per_trial_gaborStim_fmriready_postbucni_behavpilot\audiostim\main\bkbf1607_6ch.wav,985356.7315,985356.7315,0.2018515,0.2019131,0.217165533,985357.1386,0.407165533,-0.0118515,0.85,985357.7815,1.0516151,1.051677,1.3528251,1.3528492,1.565666667,985358.7047,985358.9315,2.2015954,2.2016666,985360.4315,NaN,NaN,3.7014259,3.7014476,985361.9315,5.216178,5.201556,5.2015859,NaN,NaN,NaN,1,1,985359.1527,0.2196698,1,1,985360.8349,0.4020463,NaN,NaN,NaN,NaN
275,main,7,3,bkbf1414,The sign showed the way,sign,showed,way,,1426.394558,573.605442,,bkbf1414_6ch.wav,0.785398163,1,-0.082142017,0,NaN,C:\Users\Han\Desktop\scripts_han\Versions\study3_behavioural\v1_220405_1img_per_trial_gaborStim_fmriready_postbucni_behavpilot\audiostim\main\bkbf1414_6ch.wav,985361.9597,985361.9597,0.2020757,0.2021373,0.286802721,985362.4365,0.476802721,-0.0120757,0.85,985363.0097,1.0516839,1.0517485,1.3533289,1.3533909,1.426395833,985363.8625,985364.1597,2.20154,2.2016016,985365.6597,NaN,NaN,3.7015805,3.7016483,985367.1597,5.2175874,5.2017022,5.2017699,NaN,NaN,NaN,1,1,985364.4266,0.2653683,0,0,985365.9036,0.2423978,NaN,NaN,NaN,NaN
276,main,7,3,bkbf0909,The shoes were very dirty,shoes,very,dirty,,1582.086168,417.913832,,bkbf0909_6ch.wav,1.688929068,0,0.262895775,0.903530905,NaN,C:\Users\Han\Desktop\scripts_han\Versions\study3_behavioural\v1_220405_1img_per_trial_gaborStim_fmriready_postbucni_behavpilot\audiostim\main\bkbf0909_6ch.wav,985367.1885,985367.1885,0.2017355,0.2017975,0.208956916,985367.5874,0.398956916,-0.0117355,0.85,985368.2385,1.051539,1.0515618,1.3528373,1.3528584,1.582083333,985369.1696,985369.3885,2.2015865,2.2016549,985370.8885,NaN,NaN,3.7015184,3.7015794,985372.3885,5.2159938,5.2015378,5.2015636,NaN,NaN,NaN,0,0,985369.3925,0.0024852,1,0,985371.1228,0.2328153,NaN,NaN,NaN,NaN
