Sequence,Session,Run,Block,Sentence,SpContent,Keyword1,Keyword2,Keyword3,Keyword4,AudDur,compared to 2000ms?,,AudFile,Orientation,TargetPresence,GaborLoc,TD,SentencePresence,WavfileDir,FixFlipTime,FixFlipEnd,FixClearFlipTime,FixClearFlipEnd,DurAudOnset,StimAudOnset,StimAudFlipTime,latency,DurGbOnset,StimGbOnset,StimGbFlipTime,StimGbFlipEnd,GbClearFlipTime,GbClearFlipEnd,endAudPositionSecs,estAudStopTime,Resp1PrmptTime,Resp1FlipTime,Resp1FlipEnd,Resp1ScrClearTime,Resp1ClearFlipTime,Resp1ClearFlipEnd,Resp2FlipTime,Resp2FlipEnd,Resp2ScrClearTime,TrialDuration,EndPromptFlipTime,EndPromptFlipEnd,SentenceOnset,SentenceFlipTime,SentenceFlipEnd,RespAud,AccAud,RtAbsAud,RTAud,RespGb,AccGb,RtAbsGb,RTGb,RespMemory,AccMemory,RtAbsMemory,RTMemory
209,main,5,4,bkbf1313,The children are all eating,children,all,eating,,1506.031746,493.968254,,bkbf1313_6ch.wav,0.785398163,1,-0.859268887,0,NaN,C:\Users\Han\Desktop\scripts_han\Versions\study3_behavioural\v1_220405_1img_per_trial_gaborStim_fmriready_postbucni_behavpilot\audiostim\main\bkbf1313_6ch.wav,982910.3433,982910.3434,0.2020482,0.2021118,0.246984127,982910.7803,0.436984127,-0.0120482,0.85,982911.3933,1.0516449,1.0517081,1.3533259,1.3533888,1.506041667,982912.2863,982912.5433,2.2015498,2.2016136,982914.0433,NaN,NaN,3.7015479,3.7016102,982915.5433,5.2174627,5.2017308,5.2018022,NaN,NaN,NaN,1,1,982912.8967,0.3518605,1,1,982914.268,0.2231457,NaN,NaN,NaN,NaN
210,main,5,4,bkbf1109,He wore his yellow shirt,He,wore,yellow,shirt,1715.918367,284.081633,,bkbf1109_6ch.wav,1.020257724,0,-2.396110221,0.234859561,NaN,C:\Users\Han\Desktop\scripts_han\Versions\study3_behavioural\v1_220405_1img_per_trial_gaborStim_fmriready_postbucni_behavpilot\audiostim\main\bkbf1109_6ch.wav,982915.5722,982915.5723,0.2016482,0.2017118,0.142040817,982915.9042,0.332040816,-0.0116482,0.85,982916.6222,1.0516547,1.0517177,1.3533362,1.3533982,1.715916667,982917.6199,982917.7722,2.2015114,2.2015731,982919.2722,NaN,NaN,3.7015273,3.7015885,982920.7722,5.2157634,5.2012704,5.2013135,NaN,NaN,NaN,1,1,982918.4719,0.6981439,0,1,982919.5567,0.2829257,NaN,NaN,NaN,NaN
211,main,5,2,bkbf0303,The kettle's quite hot,kettles,quite,hot,,1389.160998,610.839002,,bkbf0303_8ch.wav,0.475040124,0,-1.12413306,-0.31035804,NaN,C:\Users\Han\Desktop\scripts_han\Versions\study3_behavioural\v1_220405_1img_per_trial_gaborStim_fmriready_postbucni_behavpilot\audiostim\main\bkbf0303_8ch.wav,982934.3042,982934.3042,0.2017259,0.2017485,0.305419501,982934.7996,0.495419501,-0.0117259,0.85,982935.3542,1.0515601,1.0515832,1.353204,1.3532661,1.389166667,982936.1885,982936.5042,2.2015839,2.2016539,982938.0042,NaN,NaN,3.7015295,3.7015913,982939.5042,5.2118193,5.2017098,5.2017785,NaN,NaN,NaN,1,1,982937.033,0.5271941,0,1,982938.242,0.2362942,NaN,NaN,NaN,NaN
212,main,5,2,bkbf1507,Some nice people are coming,nice,people,coming,,1474.739229,525.260771,,bkbf1507_8ch.wav,0.785398163,1,-2.324223819,0,NaN,C:\Users\Han\Desktop\scripts_han\Versions\study3_behavioural\v1_220405_1img_per_trial_gaborStim_fmriready_postbucni_behavpilot\audiostim\main\bkbf1507_8ch.wav,982939.5329,982939.533,0.2016657,0.2016886,0.262630386,982939.9855,0.452630385,-0.0116657,0.85,982940.5829,1.0517167,1.0517831,1.3533763,1.3534391,1.474729167,982941.4604,982941.7329,2.2015456,2.201609,982943.2329,NaN,NaN,3.701484,3.7015406,982944.7329,5.215924,5.2015574,5.2015831,NaN,NaN,NaN,0,0,982943.0059,1.2714762,0,0,982943.8785,0.644142,NaN,NaN,NaN,NaN
213,main,5,2,bkbf1308,The mouse found the cheese,mouse,found,cheese,,1534.285714,465.714286,,bkbf1308_8ch.wav,0.653816542,0,1.46258208,-0.131581621,NaN,C:\Users\Han\Desktop\scripts_han\Versions\study3_behavioural\v1_220405_1img_per_trial_gaborStim_fmriready_postbucni_behavpilot\audiostim\main\bkbf1308_8ch.wav,982944.7611,982944.7611,0.2020034,0.2020659,0.232857143,982945.1839,0.422857143,-0.0120034,0.85,982945.8111,1.0516691,1.05174,1.353223,1.35328,1.534291667,982946.7185,982946.9611,2.201517,2.2015794,982948.4611,NaN,NaN,3.7015713,3.7016325,982949.9611,5.2175632,5.2017142,5.201781,NaN,NaN,NaN,1,1,982948.2701,1.3074769,1,0,982948.856,0.393352,NaN,NaN,NaN,NaN
214,main,5,2,bkbf0707,They washed in cold water,They,washed,cold,water,1623.900227,376.099773,,bkbf0707_8ch.wav,0.785398163,1,-0.061648479,0,NaN,C:\Users\Han\Desktop\scripts_han\Versions\study3_behavioural\v1_220405_1img_per_trial_gaborStim_fmriready_postbucni_behavpilot\audiostim\main\bkbf0707_8ch.wav,982949.9898,982949.9899,0.2014545,0.2014779,0.188049887,982950.3678,0.378049886,-0.0114545,0.85,982951.0398,1.0512982,1.0513226,1.3530405,1.3531089,1.623895833,982951.9917,982952.1898,2.2015732,2.2016423,982953.6898,NaN,NaN,3.7014325,3.7014535,982955.1898,5.2161681,5.2016986,5.201776,NaN,NaN,NaN,1,1,982952.5707,0.3793392,0,0,982953.9379,0.2467369,NaN,NaN,NaN,NaN
215,main,5,2,bkbf2101,The pepper pot was empty,pepper,pot,empty,,1509.705215,490.294785,,bkbf2101_8ch.wav,0.785398163,1,0.522833038,0,NaN,C:\Users\Han\Desktop\scripts_han\Versions\study3_behavioural\v1_220405_1img_per_trial_gaborStim_fmriready_postbucni_behavpilot\audiostim\main\bkbf2101_8ch.wav,982955.2182,982955.2183,0.2016376,0.2016837,0.245147393,982955.6533,0.4353222,-0.011462792,0.85,982956.2682,1.0517409,1.0518137,1.3533672,1.3534235,1.509708333,982957.1633,982957.4182,2.2015628,2.2016249,982958.9182,NaN,NaN,3.7013805,3.7014028,982960.4182,5.2161173,5.2017021,5.2017641,NaN,NaN,NaN,0,0,982958.3755,0.9557629,1,1,982959.1661,0.2465448,NaN,NaN,NaN,NaN
216,main,5,2,bkbf2009,Mother made some curtains,Mother,made,curtains,,1521.269841,478.730159,,bkbf2009_8ch.wav,0.97506571,0,-1.969199259,0.189667546,NaN,C:\Users\Han\Desktop\scripts_han\Versions\study3_behavioural\v1_220405_1img_per_trial_gaborStim_fmriready_postbucni_behavpilot\audiostim\main\bkbf2009_8ch.wav,982960.4466,982960.4467,0.2017741,0.2018373,0.23936508,982960.876,0.42936508,-0.0117741,0.85,982961.4966,1.0516549,1.0517187,1.3532521,1.353274,1.521270833,982962.3976,982962.6466,2.2025722,2.2026158,982964.1466,NaN,NaN,3.7016029,3.7016749,982965.6466,5.2164567,5.2017478,5.2018257,NaN,NaN,NaN,0,0,982962.9533,0.3041309,1,0,982964.4968,0.3485949,NaN,NaN,NaN,NaN
217,main,6,3,bkbf1606,They called an ambulance,They,called,ambulance,,1451.972789,548.027211,,bkbf1606_6ch.wav,1.710634943,0,-1.875340821,0.92523678,NaN,C:\Users\Han\Desktop\scripts_han\Versions\study3_behavioural\v1_220405_1img_per_trial_gaborStim_fmriready_postbucni_behavpilot\audiostim\main\bkbf1606_6ch.wav,983336.2629,983336.263,0.2013107,0.2013326,0.274013606,983336.727,0.464013605,-0.0113107,0.85,983337.3129,1.0517114,1.0517847,1.352926,1.3529594,1.451979167,983338.1786,983338.4629,2.2015167,2.201587,983339.9629,NaN,NaN,3.7011944,3.701218,983341.4629,5.2071822,5.2011764,5.2012042,NaN,NaN,NaN,0,0,983338.7413,0.2768135,1,0,983340.1928,0.2287085,NaN,NaN,NaN,NaN
218,main,6,3,bkbf1306,Potatoes grow in the ground,otatoes,row,ground,,1701.269841,298.730159,,bkbf1306_6ch.wav,1.827633849,0,1.260490113,1.042235685,NaN,C:\Users\Han\Desktop\scripts_han\Versions\study3_behavioural\v1_220405_1img_per_trial_gaborStim_fmriready_postbucni_behavpilot\audiostim\main\bkbf1306_6ch.wav,983341.4887,983341.4887,0.2018262,0.2018662,0.14936508,983341.8281,0.339365079,-0.0118262,0.85,983342.5387,1.0512958,1.0513182,1.3525803,1.3526045,1.701270833,983343.5294,983343.6887,2.2015855,2.2016713,983345.1887,NaN,NaN,3.7016244,3.7016967,983346.6887,5.2175285,5.2017704,5.2018374,NaN,NaN,NaN,0,0,983343.9371,0.2468186,1,0,983345.4498,0.259485,NaN,NaN,NaN,NaN
219,main,6,3,bkbf0314,She drinks from her cup,She,drinks,cup,,1429.433107,570.566893,,bkbf0314_6ch.wav,0.785398163,1,-2.538313334,0,NaN,C:\Users\Han\Desktop\scripts_han\Versions\study3_behavioural\v1_220405_1img_per_trial_gaborStim_fmriready_postbucni_behavpilot\audiostim\main\bkbf0314_6ch.wav,983346.7175,983346.7176,0.2022059,0.2022791,0.285283447,983347.1928,0.475283446,-0.0122059,0.85,983347.7675,1.0516987,1.0517676,1.3534197,1.3534879,1.4294375,983348.6223,983348.9175,2.2015121,2.201573,983350.4175,NaN,NaN,3.7016084,3.7016753,983351.9175,5.2161929,5.201703,5.2017767,NaN,NaN,NaN,1,1,983349.3141,0.3950708,0,0,983350.4937,0.0746152,NaN,NaN,NaN,NaN
220,main,6,3,bkbf2003,The football hit the goalpost,football,hit,goalpost,,1721.043084,278.956916,,bkbf2003_6ch.wav,0.785398163,1,-0.27607327,0,NaN,C:\Users\Han\Desktop\scripts_han\Versions\study3_behavioural\v1_220405_1img_per_trial_gaborStim_fmriready_postbucni_behavpilot\audiostim\main\bkbf2003_6ch.wav,983351.9457,983351.9457,0.201994,0.2020568,0.139478458,983352.2752,0.329478458,-0.011994,0.85,983352.9957,1.0513175,1.0513411,1.3529524,1.3530142,1.721041667,983353.996,983354.1457,2.2014913,2.2015541,983355.6457,NaN,NaN,3.7015515,3.7016123,983357.1457,5.2158937,5.2017597,5.20184,NaN,NaN,NaN,0,0,983354.397,0.2498388,1,1,983355.9701,0.3228001,NaN,NaN,NaN,NaN
221,main,6,3,bkbf1807,She talked to her doll,She,talked,doll,,1371.882086,628.117914,,bkbf1807_6ch.wav,-0.130343288,0,-1.845139373,-0.915741452,NaN,C:\Users\Han\Desktop\scripts_han\Versions\study3_behavioural\v1_220405_1img_per_trial_gaborStim_fmriready_postbucni_behavpilot\audiostim\main\bkbf1807_6ch.wav,983357.1741,983357.1741,0.2020085,0.2020714,0.314058957,983357.6782,0.504058957,-0.0120085,0.85,983358.2241,1.051674,1.0517368,1.3534243,1.3534855,1.371875,983359.0506,983359.3741,2.2012085,2.2012313,983360.8741,NaN,NaN,3.7014641,3.7015198,983362.3741,5.2155651,5.2016895,5.2017621,NaN,NaN,NaN,0,0,983359.7759,0.4005744,1,0,983361.0871,0.2115231,NaN,NaN,NaN,NaN
222,main,6,3,bkbf1803,The mother shut the window,mother,shut,window,,1351.791383,648.208617,,bkbf1803_6ch.wav,0.785398163,1,-2.046625671,0,NaN,C:\Users\Han\Desktop\scripts_han\Versions\study3_behavioural\v1_220405_1img_per_trial_gaborStim_fmriready_postbucni_behavpilot\audiostim\main\bkbf1803_6ch.wav,983362.4028,983362.4029,0.2015101,0.2015317,0.324104309,983362.9169,0.514104308,-0.0115101,0.85,983363.4528,1.0516772,1.0517401,1.3533923,1.3534539,1.351791667,983364.2688,983364.6028,2.201542,2.2016039,983366.1028,NaN,NaN,3.7016154,3.7016789,983367.6028,5.2158069,5.201516,5.2015399,NaN,NaN,NaN,1,1,983365.2878,0.6834646,0,0,983366.3063,0.2018711,NaN,NaN,NaN,NaN
223,main,6,4,bkbf0513,The light went out,light,went,out,,1097.188209,902.811791,,bkbf0513_6ch.wav,0.606741109,0,1.29732071,-0.178657054,NaN,C:\Users\Han\Desktop\scripts_han\Versions\study3_behavioural\v1_220405_1img_per_trial_gaborStim_fmriready_postbucni_behavpilot\audiostim\main\bkbf0513_6ch.wav,983379.2553,983379.2553,0.2016698,0.2017327,0.451405896,983379.8967,0.641405895,-0.0116698,0.85,983380.3053,1.051534,1.0515567,1.3532599,1.3533273,1.0971875,983380.9936,983381.4553,2.2011814,2.2012025,983382.9553,NaN,NaN,3.7016567,3.7017241,983384.4553,5.2032544,5.2012992,5.2013238,NaN,NaN,NaN,0,0,983381.4574,0.0009872,1,0,983382.983,0.0260527,NaN,NaN,NaN,NaN
224,main,6,4,bkbf1811,A boy broke the fence,boy,broke,fence,,1604.943311,395.056689,,bkbf1811_6ch.wav,0.785398163,1,-0.374288489,0,NaN,C:\Users\Han\Desktop\scripts_han\Versions\study3_behavioural\v1_220405_1img_per_trial_gaborStim_fmriready_postbucni_behavpilot\audiostim\main\bkbf1811_6ch.wav,983384.4818,983384.4818,0.2017185,0.2017415,0.197528345,983384.8693,0.387528344,-0.0117185,0.85,983385.5318,1.0516416,1.051705,1.3533042,1.3533655,1.6049375,983386.4739,983386.6818,2.2010515,2.2010799,983388.1818,NaN,NaN,3.7016108,3.701678,983389.6818,5.2172733,5.2015306,5.2015544,NaN,NaN,NaN,1,1,983387.0169,0.3340596,0,0,983388.2765,0.0930747,NaN,NaN,NaN,NaN
225,main,6,4,bkbf1310,The big dog was dangerous,big,dog,dangerous,,1730.15873,269.84127,,bkbf1310_6ch.wav,0.785398163,1,-2.552385391,0,NaN,C:\Users\Han\Desktop\scripts_han\Versions\study3_behavioural\v1_220405_1img_per_trial_gaborStim_fmriready_postbucni_behavpilot\audiostim\main\bkbf1310_6ch.wav,983389.7102,983389.7103,0.2020955,0.2021647,0.134920635,983390.0352,0.324920635,-0.0120955,0.85,983390.7602,1.0512571,1.0512867,1.3525919,1.3526278,1.730166667,983391.7655,983391.9102,2.2015179,2.20158,983393.4102,NaN,NaN,3.7011602,3.7011823,983394.9102,5.2175483,5.2017575,5.2018343,NaN,NaN,NaN,0,0,983392.1461,0.2343349,1,1,983393.6442,0.2327793,NaN,NaN,NaN,NaN
226,main,6,4,bkbf0209,She's taking her coat,Shes,taking,coat,,1482.76644,517.23356,,bkbf0209_6ch.wav,0.643788487,0,0.341620133,-0.141609677,NaN,C:\Users\Han\Desktop\scripts_han\Versions\study3_behavioural\v1_220405_1img_per_trial_gaborStim_fmriready_postbucni_behavpilot\audiostim\main\bkbf0209_6ch.wav,983394.9389,983394.939,0.2014546,0.2014767,0.25861678,983395.3876,0.44861678,-0.0114546,0.85,983395.9889,1.0513006,1.0513239,1.3526325,1.3526537,1.482770833,983396.8703,983397.1389,2.2014633,2.2015201,983398.6389,NaN,NaN,3.701514,3.7015746,983400.1389,5.2161712,5.2016947,5.201772,NaN,NaN,NaN,1,1,983397.4957,0.355296,0,1,983398.8585,0.2180763,NaN,NaN,NaN,NaN
227,main,6,4,bkbf0715,He's holding his nose,Hes,holding,nose,,1354.78458,645.21542,,bkbf0715_6ch.wav,0.785398163,1,-2.532727753,0,NaN,C:\Users\Han\Desktop\scripts_han\Versions\study3_behavioural\v1_220405_1img_per_trial_gaborStim_fmriready_postbucni_behavpilot\audiostim\main\bkbf0715_6ch.wav,983400.1673,983400.1675,0.2017908,0.2018534,0.32260771,983400.68,0.51260771,-0.0117908,0.85,983401.2173,1.0516459,1.0517089,1.3529591,1.3529801,1.354791667,983402.0354,983402.3673,2.2015879,2.2016558,983403.8673,NaN,NaN,3.7014738,3.7014947,983405.3673,5.2158229,5.2015216,5.2015459,NaN,NaN,NaN,1,1,983402.5722,0.2032257,0,0,983404.2046,0.335796,NaN,NaN,NaN,NaN
228,main,6,4,bkbf1106,They finished the dinner,They,finished,dinner,,1247.39229,752.60771,,bkbf1106_6ch.wav,0.660516751,0,2.387071518,-0.124881412,NaN,C:\Users\Han\Desktop\scripts_han\Versions\study3_behavioural\v1_220405_1img_per_trial_gaborStim_fmriready_postbucni_behavpilot\audiostim\main\bkbf1106_6ch.wav,983405.3955,983405.3956,0.2020256,0.2020886,0.376303855,983405.9618,0.566303855,-0.0120256,0.85,983406.4455,1.0516486,1.0517115,1.353211,1.3532669,1.247395833,983407.2087,983407.5955,2.2015806,2.2016501,983409.0955,NaN,NaN,3.7015329,3.7020565,983410.5955,5.2172544,5.2015287,5.2015545,NaN,NaN,NaN,0,0,983407.5996,0.0024753,1,0,983409.0986,0.0015655,NaN,NaN,NaN,NaN
229,main,6,2,bkbf0902,The young boy left home,young,boy,left,home,1510.340136,489.659864,,bkbf0902_8ch.wav,0.785398163,1,-1.218586573,0,NaN,C:\Users\Han\Desktop\scripts_han\Versions\study3_behavioural\v1_220405_1img_per_trial_gaborStim_fmriready_postbucni_behavpilot\audiostim\main\bkbf0902_8ch.wav,983423.3139,983423.3139,0.2016372,0.2017019,0.244829932,983423.7488,0.434829932,-0.0116372,0.85,983424.3639,1.0512174,1.0512538,1.3524206,1.3524513,1.510333333,983425.2587,983425.5139,2.2013385,2.2013705,983427.0139,NaN,NaN,3.7010746,3.7011068,983428.5139,5.2035955,5.2012345,5.2012731,NaN,NaN,NaN,0,0,983425.7609,0.2456213,1,1,983427.3297,0.3146761,NaN,NaN,NaN,NaN
230,main,6,2,bkbf0714,The orange was quite sweet,orange,quite,sweet,,1505.53288,494.46712,,bkbf0714_8ch.wav,1.012154333,0,-1.568613215,0.22675617,NaN,C:\Users\Han\Desktop\scripts_han\Versions\study3_behavioural\v1_220405_1img_per_trial_gaborStim_fmriready_postbucni_behavpilot\audiostim\main\bkbf0714_8ch.wav,983428.5404,983428.5404,0.2017394,0.2017719,0.24723356,983428.9776,0.43723356,-0.0117394,0.85,983429.5904,1.0512164,1.0512409,1.35246,1.3524923,1.505541667,983430.4836,983430.7404,2.2010748,2.201107,983432.2404,NaN,NaN,3.7015295,3.7015917,983433.7404,5.2176159,5.2016778,5.2017507,NaN,NaN,NaN,1,1,983431.1594,0.4179473,0,1,983432.5755,0.3335868,NaN,NaN,NaN,NaN
231,main,6,2,bkbf0909,The shoes were very dirty,shoes,very,dirty,,1582.086168,417.913832,,bkbf0909_8ch.wav,0.653312948,0,-1.748571626,-0.132085215,NaN,C:\Users\Han\Desktop\scripts_han\Versions\study3_behavioural\v1_220405_1img_per_trial_gaborStim_fmriready_postbucni_behavpilot\audiostim\main\bkbf0909_8ch.wav,983433.7691,983433.7696,0.2015664,0.2015911,0.208956916,983434.168,0.398956916,-0.0115664,0.85,983434.8191,1.0516222,1.0516846,1.3532687,1.35333,1.582083333,983435.7497,983435.9691,2.2014959,2.2015582,983437.4691,NaN,NaN,3.7015225,3.7015837,983438.9691,5.2160804,5.2017142,5.2017867,NaN,NaN,NaN,1,1,983436.258,0.2874459,0,1,983437.8364,0.3657875,NaN,NaN,NaN,NaN
232,main,6,2,bkbf0113,A cat sits on the bed,cat,sits,on,bed,1459.229025,540.770975,,bkbf0113_8ch.wav,0.785398163,1,-0.65501466,0,NaN,C:\Users\Han\Desktop\scripts_han\Versions\study3_behavioural\v1_220405_1img_per_trial_gaborStim_fmriready_postbucni_behavpilot\audiostim\main\bkbf0113_8ch.wav,983438.9972,983438.9973,0.2022099,0.2022792,0.270385488,983439.4576,0.460385487,-0.0122099,0.85,983440.0472,1.0513303,1.0513607,1.3529684,1.3530303,1.459229167,983440.9164,983441.1972,2.2015362,2.2015972,983442.6972,NaN,NaN,3.7066518,3.7066861,983444.1972,5.215371,5.2013524,5.2013818,NaN,NaN,NaN,NaN,0,NaN,9999,0,0,983442.7057,0.0018708,NaN,NaN,NaN,NaN
233,main,6,2,bkbf1814,The snow lay on the roof,snow,lay,roof,,1432.244898,567.755102,,bkbf1814_8ch.wav,0.785398163,1,2.826045107,0,NaN,C:\Users\Han\Desktop\scripts_han\Versions\study3_behavioural\v1_220405_1img_per_trial_gaborStim_fmriready_postbucni_behavpilot\audiostim\main\bkbf1814_8ch.wav,983444.2258,983444.2258,0.2020611,0.2021254,0.283877551,983444.6997,0.473877551,-0.0120611,0.85,983445.2758,1.0516267,1.0516894,1.3529582,1.3529804,1.43225,983446.1321,983446.4258,2.201491,2.2015535,983447.9258,NaN,NaN,3.701129,3.7011729,983449.4258,5.2171904,5.2015827,5.2016071,NaN,NaN,NaN,0,0,983446.6331,0.2058197,1,1,983448.1667,0.2397673,NaN,NaN,NaN,NaN
234,main,6,2,bkbf1001,A tea towel's by the sink,tea,towels,sink,,1526.122449,473.877551,,bkbf1001_8ch.wav,0.494675656,0,2.59250972,-0.290722508,NaN,C:\Users\Han\Desktop\scripts_han\Versions\study3_behavioural\v1_220405_1img_per_trial_gaborStim_fmriready_postbucni_behavpilot\audiostim\main\bkbf1001_8ch.wav,983449.4542,983449.4542,0.2023449,0.2024077,0.236938776,983449.8811,0.426938775,-0.0123449,0.85,983450.5042,1.0517093,1.0517785,1.3533683,1.3534304,1.526125,983451.4068,983451.6542,2.201587,2.2016551,983453.1542,NaN,NaN,3.7015967,3.7016659,983454.6542,5.2175123,5.2017235,5.2017971,NaN,NaN,NaN,0,0,983451.8114,0.155664,1,0,983453.1569,0.0011221,NaN,NaN,NaN,NaN
235,main,6,4,bkbf0711,A ball's bouncing along,balls,bouncing,along,,1508.253968,491.746032,,bkbf0711_6ch.wav,0.659884635,0,-0.418162262,-0.125513528,NaN,C:\Users\Han\Desktop\scripts_han\Versions\study3_behavioural\v1_220405_1img_per_trial_gaborStim_fmriready_postbucni_behavpilot\audiostim\main\bkbf0711_6ch.wav,983466.4215,983466.4215,0.2017127,0.20174,0.245873016,983466.8573,0.435873016,-0.0117127,0.85,983467.4715,1.0511953,1.0512198,1.352442,1.3524724,1.50825,983468.3656,983468.6215,2.2010941,2.2011283,983470.1215,NaN,NaN,3.7010481,3.7010767,983471.6215,5.2042036,5.2012306,5.20127,NaN,NaN,NaN,0,0,983468.6235,0.0009712,1,0,983470.6944,0.5719281,NaN,NaN,NaN,NaN
236,main,6,4,bkbf0316,A girl kicked the table,girl,kicked,table,,1483.038549,516.961451,,bkbf0316_6ch.wav,0.785398163,1,0.549262884,0,NaN,C:\Users\Han\Desktop\scripts_han\Versions\study3_behavioural\v1_220405_1img_per_trial_gaborStim_fmriready_postbucni_behavpilot\audiostim\main\bkbf0316_6ch.wav,983471.6499,983471.65,0.2018302,0.2018554,0.258480726,983472.0984,0.448480725,-0.0118302,0.85,983472.6999,1.0511757,1.0512055,1.3523418,1.3523663,1.483041667,983473.5814,983473.8499,2.2010871,2.2011103,983475.3499,NaN,NaN,3.7010363,3.701059,983476.8499,5.2168958,5.201255,5.2012896,NaN,NaN,NaN,0,0,983474.1774,0.3264235,1,1,983475.5862,0.2352711,NaN,NaN,NaN,NaN
237,main,6,4,bkbf1514,The mother tied the string,mother,tied,string,,1459.002268,540.997732,,bkbf1514_6ch.wav,0.567002701,0,0.990196564,-0.218395462,NaN,C:\Users\Han\Desktop\scripts_han\Versions\study3_behavioural\v1_220405_1img_per_trial_gaborStim_fmriready_postbucni_behavpilot\audiostim\main\bkbf1514_6ch.wav,983476.8785,983476.8785,0.2016753,0.2016973,0.270498866,983477.339,0.460498866,-0.0116753,0.85,983477.9285,1.0516506,1.0517148,1.3533039,1.3533659,1.459,983478.798,983479.0785,2.2015908,2.2016585,983480.5785,NaN,NaN,3.7016011,3.7016697,983482.0785,5.2174613,5.2015123,5.2015429,NaN,NaN,NaN,1,1,983479.6167,0.5366318,NaN,0,NaN,9999,NaN,NaN,NaN,NaN
238,main,6,4,bkbf0301,The glass bowl broke,glass,bowl,broke,,1471.927438,528.072562,,bkbf0301_6ch.wav,0.785398163,1,1.641371894,0,NaN,C:\Users\Han\Desktop\scripts_han\Versions\study3_behavioural\v1_220405_1img_per_trial_gaborStim_fmriready_postbucni_behavpilot\audiostim\main\bkbf0301_6ch.wav,983482.1067,983482.1068,0.2021353,0.2021979,0.264036281,983482.5608,0.454036281,-0.0121353,0.85,983483.1567,1.0515865,1.0516497,1.3532731,1.3533342,1.4719375,983484.0327,983484.3067,2.2015288,2.201591,983485.8067,NaN,NaN,3.7015804,3.7016418,983487.3067,5.2175574,5.2017117,5.2017794,NaN,NaN,NaN,0,0,983484.407,0.0986736,1,1,983486.345,0.5366259,NaN,NaN,NaN,NaN
239,main,6,4,bkbf0410,Some animals sleep on straw,animals,sleep,on,straw,1771.655329,228.344671,,bkbf0410_6ch.wav,1.028588079,0,0.038638762,0.243189916,NaN,C:\Users\Han\Desktop\scripts_han\Versions\study3_behavioural\v1_220405_1img_per_trial_gaborStim_fmriready_postbucni_behavpilot\audiostim\main\bkbf0410_6ch.wav,983487.3354,983487.3354,0.2020529,0.2021198,0.114172336,983487.6395,0.304172335,-0.0120529,0.85,983488.3854,1.0516341,1.0516976,1.3533919,1.3534578,1.771645833,983489.4161,983489.5354,2.2014635,2.2015201,983491.0354,NaN,NaN,3.7015431,3.7016288,983492.5354,5.2156818,5.201542,5.2015665,NaN,NaN,NaN,1,1,983490.402,0.8651813,0,1,983491.4813,0.4443874,NaN,NaN,NaN,NaN
240,main,6,4,bkbf2115,The man's painting a sign,mans,painting,sign,,1498.594104,501.405896,,bkbf2115_6ch.wav,0.530923922,0,-1.771217119,-0.254474241,NaN,C:\Users\Han\Desktop\scripts_han\Versions\study3_behavioural\v1_220405_1img_per_trial_gaborStim_fmriready_postbucni_behavpilot\audiostim\main\bkbf2115_6ch.wav,983492.5637,983492.5637,0.201698,0.20173,0.250702948,983493.0044,0.440702948,-0.011698,0.85,983493.6137,1.0512876,1.0513104,1.3525924,1.3526134,1.498604167,983494.5032,983494.7637,2.2015225,2.2015839,983496.2637,NaN,NaN,3.7015684,3.7016305,983497.7637,5.2174706,5.2017682,5.2018461,NaN,NaN,NaN,0,0,983495.0279,0.2626439,0,1,983496.673,0.4076926,NaN,NaN,NaN,NaN
241,main,6,1,bkbf0706,Mother fetches a saucepan,Mother,fetches,saucepan,,1546.1678,453.8322,,bkbf0706_8ch.wav,0.785398163,1,-3.086778423,0,NaN,C:\Users\Han\Desktop\scripts_han\Versions\study3_behavioural\v1_220405_1img_per_trial_gaborStim_fmriready_postbucni_behavpilot\audiostim\main\bkbf0706_8ch.wav,983508.399,983508.399,0.2033987,0.2034607,0.2269161,983508.8159,0.4169161,-0.0133987,0.85,983509.449,1.0512983,1.0513212,1.353005,1.3530664,1.546166667,983510.3623,983510.599,2.2015073,2.201569,983512.099,NaN,NaN,3.7015822,3.7016497,983513.599,5.2175916,5.2017468,5.2018277,NaN,NaN,NaN,0,0,983511.2001,0.599623,0,0,983512.7949,0.6943267,NaN,NaN,NaN,NaN
242,main,6,1,bkbf0611,He's bringing his raincoat,Hes,bringing,raincoat,,1694.14966,305.85034,,bkbf0611_8ch.wav,0.785398163,1,0.627431835,0,NaN,C:\Users\Han\Desktop\scripts_han\Versions\study3_behavioural\v1_220405_1img_per_trial_gaborStim_fmriready_postbucni_behavpilot\audiostim\main\bkbf0611_8ch.wav,983513.6275,983513.6284,0.2018822,0.2019516,0.15292517,983513.9704,0.34292517,-0.0118822,0.85,983514.6775,1.0517153,1.0517837,1.3530313,1.3530542,1.694145833,983515.6648,983515.8275,2.2017675,2.2018302,983517.3275,NaN,NaN,3.7011802,3.701203,983518.8275,5.2158212,5.2017585,5.2018389,NaN,NaN,NaN,0,0,983516.3578,0.5285596,1,1,983517.6941,0.3653891,NaN,NaN,NaN,NaN
