list,sentence_n,sentence,grammar,first_word,keyword_n,keyword_1,keyword_2,keyword_3,keyword_4,filename,audio_dur
19,7,A grocer sells butter,svoc,determiner,3,grocer,sells,butter,NA,bkbg1907,1461.333333
19,8,The bath water was warm,sv,determiner,3,bath,water,warm,NA,bkbg1908,1536
19,9,He’s reaching for his spoon,svoc,pronoun,3,Hes,reaching,spoon,NA,bkbg1909,1557.333333
19,10,She hurt her hand,svoc,pronoun,3,She,hurt,hand,NA,bkbg1910,1344
19,11,The milkman drives a small van,svoc,determiner,4,milkman,drives,small,van,bkbg1911,1961.020833
19,12,The boy slipped on the stairs,svoc,determiner,4,boy,slipped,on,stairs,bkbg1912,1877.333333
19,13,They’re staying for supper,svoc,pronoun,3,Theyre,staying,supper,NA,bkbg1913,1248
19,14,The girl held a mirror,svoc,determiner,3,girl,held,mirror,NA,bkbg1914,1354.666667
19,15,The cup stood on a saucer,svoc,determiner,3,cup,stood,saucer,NA,bkbg1915,1653.333333
19,16,The cows went to market,svoc,determiner,3,cows,went,market,NA,bkbg1916,1674.666667
20,1,The boy got into trouble,svoc,determiner,3,boy,got,trouble,NA,bkbg2001,1482.666667
20,2,They’re going out,sva,pronoun,3,Theyre,going,out,NA,bkbg2002,1034.666667
20,3,The football hit the goalpost,svoc,determiner,3,football,hit,goalpost,NA,bkbg2003,1824
20,4,He paid his bill,svoc,pronoun,3,He,paid,bill,NA,bkbg2004,1088
20,5,The teacloth's quite wet,sv,determiner,3,teacloths,quite,wet,NA,bkbg2005,1578.666667
20,6,A cat jumped off the fence,svoc,determiner,4,cat,jumped,off,fence,bkbg2006,1770.666667
20,7,The baby has blue eyes,svoc,determiner,3,baby,blue,eyes,NA,bkbg2007,1706.666667
20,8,They sat on a wooden bench,svoc,pronoun,4,They,sat,wooden,bench,bkbg2008,1738.666667
20,9,Mother made some curtains,svoc,noun,3,Mother,made,curtains,NA,bkbg2009,1642.666667
20,10,The oven's too hot,sv,determiner,3,ovens,too,hot,NA,bkbg2010,1376
20,11,The girl caught a cold,svoc,determiner,3,girl,caught,cold,NA,bkbg2011,1418.666667
20,12,The raincoat's hanging up,sva,determiner,3,raincoats,hanging,up,NA,bkbg2012,1610.666667
20,13,She brushed her hair,svoc,pronoun,3,She,brushed,hair,NA,bkbg2013,1269.333333
20,14,The two children are laughing,sv,determiner,3,two,children,laughing,NA,bkbg2014,1632
20,15,The man tied his scarf,svoc,determiner,3,man,tied,scarf,NA,bkbg2015,1632
20,16,The flower stands in a pot,svoc,determiner,3,flower,stands,pot,NA,bkbg2016,1728
21,1,The pepper pot was empty,sv,determiner,3,pepper,pot,empty,NA,bkbg2101,1514.666667
21,2,The dog drank from a bowl,svoc,determiner,3,dog,drank,bowl,NA,bkbg2102,1749.333333
21,3,A girl came into the room,svoc,determiner,3,girl,came,room,NA,bkbg2103,1696
21,4,They’re pushing an old car,svoc,pronoun,4,Theyre,pushing,old,car,bkbg2104,1578.666667
21,5,The cat caught a mouse,svoc,determiner,3,cat,caught,mouse,NA,bkbg2105,1600
21,6,The road goes up a hill,svoc,determiner,4,road,goes,up,hill,bkbg2106,1546.666667
21,7,She made her bed,svoc,pronoun,3,She,made,bed,NA,bkbg2107,1237.333333
21,8,Bananas are yellow fruit,svoc,noun,3,Bananas,yellow,fruit,NA,bkbg2108,1792
21,9,The cow lies on the grass,svoc,determiner,3,cow,lies,grass,NA,bkbg2109,1920
21,10,The egg cups are on the table,svoc,determiner,3,egg,cups,table,NA,bkbg2110,1600
21,11,He frightened his sister,svoc,pronoun,3,He,frightened,sister,NA,bkbg2111,1312
21,12,The cricket team's playing,sv,determiner,3,cricket,teams,playing,NA,bkbg2112,1600
21,13,The father picked some pears,svoc,determiner,3,father,picked,pears,NA,bkbg2113,1845.333333
21,14,The kettle boiled quickly,sva,determiner,3,kettle,boiled,quickly,NA,bkbg2114,1568
21,15,The man’s painting a sign,svoc,determiner,3,mans,painting,sign,NA,bkbg2115,1653.333333
21,16,They lost some money,svoc,pronoun,3,They,lost,money,NA,bkbg2116,1056
1,1,They moved the furniture,NA,NA,3,They,moved,furniture,NA,aslg0101,1440
1,2,He's wiping the table,NA,NA,3,Hes,wiping,table,NA,aslg0102,1450.666667
1,3,He hit his head,NA,NA,3,He,hit,head,NA,aslg0103,1098.666667
1,4,The yellow leaves are falling,NA,NA,3,yellow,leaves,falling,NA,aslg0104,1760
1,5,The cat played with some wool,NA,NA,3,cat,played,wool,NA,aslg0105,1792
1,6,The bag was very heavy,NA,NA,3,bag,very,heavy,NA,aslg0106,1472
1,7,The towel dripped on the carpet,NA,NA,3,towel,dripped,carpet,NA,aslg0107,1826.395833
1,8,The bull chased the lady,NA,NA,3,bull,chased,lady,NA,aslg0108,1728
1,9,The man dug his garden,NA,NA,3,man,dug,garden,NA,aslg0109,1834.666667
1,10,The room has a lovely view,NA,NA,3,room,lovely,view,NA,aslg0110,1696
1,11,The girl helped in the kitchen,NA,NA,3,girl,helped,kitchen,NA,aslg0111,1674.666667
1,12,The old shoes were muddy,NA,NA,3,old,shoes,muddy,NA,aslg0112,1472
1,13,Father's hiding the presents,NA,NA,3,Fathers,hiding,presents,NA,aslg0113,1877.333333
1,14,The milk boiled over,NA,NA,3,milk,boiled,over,NA,aslg0114,1610.666667
1,15,The neighbour knocked at the door,NA,NA,3,neighbour,knocked,door,NA,aslg0115,1728
2,1,He tore his shirt,NA,NA,3,He,tore,shirt,NA,aslg0201,1205.333333
2,2,They finished the jigsaw,NA,NA,3,They,finished,jigsaw,NA,aslg0202,1397.333333
2,3,She brought her camera,NA,NA,3,She,brought,camera,NA,aslg0203,1450.666667
2,4,The lady watered her plants,NA,NA,3,lady,watered,plants,NA,aslg0204,1952
2,5,The salt cellar's full,NA,NA,3,salt,cellars,full,NA,aslg0205,1312
2,6,The boy hit his thumb,NA,NA,3,boy,hit,thumb,NA,aslg0206,1472
2,7,The mother shook her head,NA,NA,3,mother,shook,head,NA,aslg0207,1589.333333
2,8,The snow lay on the hills,NA,NA,3,snow,lay,hills,NA,aslg0208,1792
2,9,The father used a towel,NA,NA,3,father,used,towel,NA,aslg0209,1525.333333
2,10,The tree was in the back garden,NA,NA,3,tree,back,garden,NA,aslg0210,1717.333333
2,11,The yacht sailed past,NA,NA,3,yacht,sailed,past,NA,aslg0211,1546.666667
2,12,The lady pushed the pram,NA,NA,3,lady,pushed,pram,NA,aslg0212,1429.333333
2,13,They're leaving today,NA,NA,3,Theyre,leaving,today,NA,aslg0213,1444.25
2,14,The picture hung on the wall,NA,NA,3,picture,hung,wall,NA,aslg0214,1674.666667
2,15,The children sit under the tree,NA,NA,3,children,sit,tree,NA,aslg0215,1696
3,1,The lunch was very early,NA,NA,3,lunch,very,early,NA,aslg0301,1930.666667
3,2,The dirty boy is washing,NA,NA,3,dirty,boy,washing,NA,aslg0302,1866.666667
3,3,He hid his money,NA,NA,3,He,hid,money,NA,aslg0303,1146.625
3,4,The curtains were too short,NA,NA,3,curtains,too,short,NA,aslg0304,1627.958333
3,5,The knife cut the cake,NA,NA,3,knife,cut,cake,NA,aslg0305,1526.791667
3,6,They emptied their pockets,NA,NA,3,They,emptied,pockets,NA,aslg0306,1866.666667
3,7,The new shoes were tight,NA,NA,3,new,shoes,tight,NA,aslg0307,1941.333333
3,8,The coat hangs in a cupboard,NA,NA,3,coat,hangs,cupboard,NA,aslg0308,1717.333333
3,9,The sun shone through the clouds,NA,NA,3,sun,shone,clouds,NA,aslg0309,1972.416667
3,10,She took her purse,NA,NA,3,She,took,purse,NA,aslg0310,1728
3,11,The team lost the match,NA,NA,3,team,lost,match,NA,aslg0311,1536
3,12,The shirt caught on a nail,NA,NA,3,shirt,caught,nail,NA,aslg0312,1856
3,13,They picked some raspberries,NA,NA,3,They,picked,raspberries,NA,aslg0313,1866.666667
3,14,The man climbed the mountain,NA,NA,3,man,climbed,mountain,NA,aslg0314,1598.416667
3,15,The lady hurt her arm,NA,NA,3,lady,hurt,arm,NA,aslg0315,1609.291667
4,1,The old clothes were dirty,NA,NA,3,old,clothes,dirty,NA,aslg0401,1600
4,2,He carried a stick,NA,NA,3,He,carried,stick,NA,aslg0402,1258.666667
4,3,She read her book,NA,NA,3,She,read,book,NA,aslg0403,1184
4,4,The new house was empty,NA,NA,3,new,house,empty,NA,aslg0404,1408
4,5,The thief brought a ladder,NA,NA,3,thief,brought,ladder,NA,aslg0405,1408
4,6,The horse stands by the gate,NA,NA,3,horse,stands,gate,NA,aslg0406,1920
4,7,They're heading for the park,NA,NA,3,Theyre,heading,park,NA,aslg0407,1568
4,8,The gardener trimmed the hedge,NA,NA,3,gardener,trimmed,hedge,NA,aslg0408,1578.666667
4,9,They're standing up,NA,NA,3,Theyre,standing,up,NA,aslg0409,1301.333333
4,10,Someone's hiding in the bushes,NA,NA,3,Someones,hiding,bushes,NA,aslg0410,1898.666667
4,11,The waiter lit the candles,NA,NA,3,waiter,lit,candles,NA,aslg0411,1749.333333
4,12,The baker iced the cake,NA,NA,3,baker,iced,cake,NA,aslg0412,1568
4,13,The woman slipped on the ice,NA,NA,3,woman,slipped,ice,NA,aslg0413,1962.666667
4,14,The small puppy was scared,NA,NA,3,small,puppy,scared,NA,aslg0414,1813.333333
4,15,The lady changed her mind,NA,NA,3,lady,changed,mind,NA,aslg0415,1898.666667
5,1,The daughter closed the box,NA,NA,3,daughter,closed,box,NA,aslg0501,1811.145833
5,2,He broke into the safe,NA,NA,3,He,broke,safe,NA,aslg0502,1749.333333
5,3,The doctor carries a bag,NA,NA,3,doctor,carries,bag,NA,aslg0503,1759.75
5,4,The new game was silly,NA,NA,3,new,game,silly,NA,aslg0504,1397.333333
5,5,The little boy was tired,NA,NA,3,little,boy,tired,NA,aslg0505,1578.666667
5,6,They saw the sign,NA,NA,3,They,saw,sign,NA,aslg0506,1627.770833
5,7,She's wrapping the parcel,NA,NA,3,Shes,wrapping,parcel,NA,aslg0507,1715.104167
5,8,The children laughed at the clown,NA,NA,3,children,laughed,clown,NA,aslg0508,1792
5,9,The apple pie was hot,NA,NA,3,apple,pie,hot,NA,aslg0509,1482.666667
5,10,The ship sailed up the river,NA,NA,3,ship,sailed,river,NA,aslg0510,1706.666667
5,11,The house had a lovely garden,NA,NA,3,house,lovely,garden,NA,aslg0511,1907.125
5,12,The noisy dog is barking,NA,NA,3,noisy,dog,barking,NA,aslg0512,1952
5,13,They bought some tickets,NA,NA,3,They,bought,tickets,NA,aslg0513,1472
5,14,The man goes to the bank,NA,NA,3,man,goes,bank,NA,aslg0514,1749.333333
5,15,The nurse helped the child,NA,NA,3,nurse,helped,child,NA,aslg0515,1774.916667
6,1,The girl knew the story,NA,NA,3,girl,knew,story,NA,aslg0601,1525.333333
6,2,He reached for a cup,NA,NA,3,He,reached,cup,NA,aslg0602,1301.333333
6,3,The lady was quite cross,NA,NA,3,lady,quite,cross,NA,aslg0603,1728
6,4,The rope was too short,NA,NA,3,rope,too,short,NA,aslg0604,1632
6,5,She's listening to the radio,NA,NA,3,Shes,listening,radio,NA,aslg0605,1568
6,6,The husband cleaned the car,NA,NA,3,husband,cleaned,car,NA,aslg0606,1546.666667
6,7,The postman leaned on the fence,NA,NA,3,postman,leaned,fence,NA,aslg0607,1960.291667
6,8,The china vase was broken,NA,NA,3,china,vase,broken,NA,aslg0608,1851.916667
6,9,The other team won,NA,NA,3,other,team,won,NA,aslg0609,1397.333333
6,10,They locked the safe,NA,NA,3,They,locked,safe,NA,aslg0610,1482.666667
6,11,The leaves dropped from the trees,NA,NA,3,leaves,dropped,trees,NA,aslg0611,1966.166667
6,12,The men watched the race,NA,NA,3,men,watched,race,NA,aslg0612,1575.541667
6,13,The bird's building a nest,NA,NA,3,birds,building,nest,NA,aslg0613,1706.291667
6,14,The woman called her dog,NA,NA,3,woman,called,dog,NA,aslg0614,1738.666667
6,15,They're waving at the train,NA,NA,3,Theyre,waving,train,NA,aslg0615,1514.666667
7,1,The cat scratched the chair,NA,NA,3,cat,scratched,chair,NA,aslg0701,1831.9375
7,2,She tapped at the window,NA,NA,3,She,tapped,window,NA,aslg0702,1578.666667
7,3,The man painted the gate,NA,NA,3,man,painted,gate,NA,aslg0703,1888
7,4,He slid on the floor,NA,NA,3,He,slid,floor,NA,aslg0704,1472
7,5,They're lifting the box,NA,NA,3,Theyre,lifting,box,NA,aslg0705,1408
7,6,The woman listened to her iend,NA,NA,3,woman,listened,iend,NA,aslg0706,1876.375
7,7,The driver hooted his horn,NA,NA,3,driver,hooted,horn,NA,aslg0707,1813.333333
7,8,The cake tasted nice,NA,NA,3,cake,tasted,nice,NA,aslg0708,1568
7,9,The sailor stood on the deck,NA,NA,3,sailor,stood,deck,NA,aslg0709,1621.333333
7,10,The young girls were pretty,NA,NA,3,young,girls,pretty,NA,aslg0710,1514.666667
7,11,They painted the ceiling,NA,NA,3,They,painted,ceiling,NA,aslg0711,1226.666667
7,12,The back door was shut,NA,NA,3,back,door,shut,NA,aslg0712,1290.666667
7,13,The tree lost its leaves,NA,NA,3,tree,lost,leaves,NA,aslg0713,1600
7,14,The boy eats with his fork,NA,NA,3,boy,eats,fork,NA,aslg0714,1717.333333
7,15,The young mother's shopping,NA,NA,3,young,mothers,shopping,NA,aslg0715,1717.333333
8,1,The girl sharpened her pencil,NA,NA,3,girl,sharpened,pencil,NA,aslg0801,1766.354167
8,2,She closed her eyes,NA,NA,3,She,closed,eyes,NA,aslg0802,1770.666667
8,3,The puppy licked his master,NA,NA,3,puppy,licked,master,NA,aslg0803,1653.333333
8,4,The plant grows on the wall,NA,NA,3,plant,grows,wall,NA,aslg0804,1759.729167
8,5,The family's having a picnic,NA,NA,3,familys,having,picnic,NA,aslg0805,1813.333333
8,6,The train arrived on time,NA,NA,3,train,arrived,time,NA,aslg0806,1941.333333
8,7,They won the game,NA,NA,3,They,won,game,NA,aslg0807,1344
8,8,The lady waited for her husband,NA,NA,3,lady,waited,husband,NA,aslg0808,1888
8,9,The post office was near,NA,NA,3,post,office,near,NA,aslg0809,1322.666667
8,10,They rowed the boat,NA,NA,3,They,rowed,boat,NA,aslg0810,1290.666667
8,11,The old fox was sly,NA,NA,3,old,fox,sly,NA,aslg0811,1903.291667
8,12,The baby lost his rattle,NA,NA,3,baby,lost,rattle,NA,aslg0812,1685.333333
8,13,He dug with his spade,NA,NA,3,He,dug,spade,NA,aslg0813,1525.333333
8,14,The boiled egg was soft,NA,NA,3,boiled,egg,soft,NA,aslg0814,1685.333333
8,15,The two ladies were watching,NA,NA,3,two,ladies,watching,NA,aslg0815,1760
9,1,The car engine's running,NA,NA,3,car,engines,running,NA,aslg0901,1813.333333
9,2,They parked by the station,NA,NA,3,They,parked,station,NA,aslg0902,1781.333333
9,3,The lemons were quite bitter,NA,NA,3,lemons,quite,bitter,NA,aslg0903,1766.625
9,4,They're cutting the grass,NA,NA,3,Theyre,cutting,grass,NA,aslg0904,1642.666667
9,5,The woman called a doctor,NA,NA,3,woman,called,doctor,NA,aslg0905,1664
9,6,The man shaved with a razor,NA,NA,3,man,shaved,razor,NA,aslg0906,1834.666667
9,7,He tied his shoelaces,NA,NA,3,He,tied,shoelaces,NA,aslg0907,1482.666667
9,8,The bus is leaving early,NA,NA,3,bus,leaving,early,NA,aslg0908,1546.666667
9,9,She's sewing on a button,NA,NA,3,Shes,sewing,button,NA,aslg0909,1461.333333
9,10,The horse kicked the rider,NA,NA,3,horse,kicked,rider,NA,aslg0910,1728
9,11,The yellow bananas are ripe,NA,NA,3,yellow,bananas,ripe,NA,aslg0911,1642.854167
9,12,The lady has a fur coat,NA,NA,3,lady,fur,coat,NA,aslg0912,1653.333333
9,13,The cat jumped onto the table,NA,NA,3,cat,jumped,table,NA,aslg0913,1696
9,14,The book sits on the shelf,NA,NA,3,book,sits,shelf,NA,aslg0914,1493.333333
9,15,The boy told a joke,NA,NA,3,boy,told,joke,NA,aslg0915,1322.666667
10,1,She sings in the bath,NA,NA,3,She,sings,bath,NA,aslg1001,1930.666667
10,2,The meat was too tough,NA,NA,3,meat,too,tough,NA,aslg1002,1526.541667
10,3,The child ate some jam,NA,NA,3,child,ate,jam,NA,aslg1003,1973.333333
10,4,They're stealing the apples,NA,NA,3,Theyre,stealing,apples,NA,aslg1004,1674.666667
10,5,The children dried the dishes,NA,NA,3,children,dried,dishes,NA,aslg1005,1742.8125
10,6,The paper boy was cheeky,NA,NA,3,paper,boy,cheeky,NA,aslg1006,1834.666667
10,7,The little car was slow,NA,NA,3,little,car,slow,NA,aslg1007,1856
10,8,The bath taps are dripping,NA,NA,3,bath,taps,dripping,NA,aslg1008,1760
10,9,They came at Easter,NA,NA,3,They,came,Easter,NA,aslg1009,1597.4375
10,10,He's wearing a tie,NA,NA,3,Hes,wearing,tie,NA,aslg1010,1578.166667
10,11,The new towel was clean,NA,NA,3,new,towel,clean,NA,aslg1011,1483.75
10,12,The water poured from a jug,NA,NA,3,water,poured,jug,NA,aslg1012,1781.333333
10,13,The red apples were in a bowl,NA,NA,3,red,apples,bowl,NA,aslg1013,1747.395833
10,14,The bus stopped at the shops,NA,NA,3,bus,stopped,shops,NA,aslg1014,1685.333333
10,15,The man drew with a pencil,NA,NA,3,man,drew,pencil,NA,aslg1015,1754.8125
11,1,The lady cut her finger,NA,NA,3,lady,cut,finger,NA,aslg1101,1504
11,2,The horses stood under the tree,NA,NA,3,horses,stood,tree,NA,aslg1102,1774.333333
11,3,Mother's talking to the milkman,NA,NA,3,Mothers,talking,milkman,NA,aslg1103,1608.166667
11,4,She polished her shoes,NA,NA,3,She,polished,shoes,NA,aslg1104,1431.520833
11,5,Some iends stayed for supper,NA,NA,3,iends,stayed,supper,NA,aslg1105,1930.666667
11,6,The pudding was very good,NA,NA,3,pudding,very,good,NA,aslg1106,1974.166667
11,7,The apples came in a bag,NA,NA,3,apples,came,bag,NA,aslg1107,1629.1875
11,8,The greedy boy was hungry,NA,NA,3,greedy,boy,hungry,NA,aslg1108,1845.333333
11,9,The three men were angry,NA,NA,3,three,men,angry,NA,aslg1109,1610.666667
11,10,The children cleared the table,NA,NA,3,children,cleared,table,NA,aslg1110,1699.104167
11,11,The man forgot his change,NA,NA,3,man,forgot,change,NA,aslg1111,1932.75
11,12,The clothes are covered in mud,NA,NA,3,clothes,covered,mud,NA,aslg1112,1742.583333
11,13,The raincoat's wet through,NA,NA,3,raincoats,wet,through,NA,aslg1113,1802.666667
11,14,The three iends are cycling,NA,NA,3,three,iends,cycling,NA,aslg1114,1736.5
11,15,They tied the rope,NA,NA,3,They,tied,rope,NA,aslg1115,1397.333333
12,1,Christmas is coming soon,NA,NA,3,Christmas,coming,soon,NA,aslg1201,1909.166667
12,2,The tall man was thin,NA,NA,3,tall,man,thin,NA,aslg1202,1845.333333
12,3,The girl broke a vase,NA,NA,3,girl,broke,vase,NA,aslg1203,1525.333333
12,4,The other team are losing,NA,NA,3,other,team,losing,NA,aslg1204,1962.666667
12,5,The girl's playing tennis,NA,NA,3,girls,playing,tennis,NA,aslg1205,1623.8125
12,6,The lady spoke to the driver,NA,NA,3,lady,spoke,driver,NA,aslg1206,1724.479167
12,7,The noise scared the sheep,NA,NA,3,noise,scared,sheep,NA,aslg1207,1845.145833
12,8,She's sitting on the swing,NA,NA,3,Shes,sitting,swing,NA,aslg1208,1632
12,9,The red ball's bouncing,NA,NA,3,red,balls,bouncing,NA,aslg1209,1578.666667
12,10,The children heard the doorbell,NA,NA,3,children,heard,doorbell,NA,aslg1210,1638.916667
12,11,They worked in the rain,NA,NA,3,They,worked,rain,NA,aslg1211,1642.666667
12,12,The children carried the suitcase,NA,NA,3,children,carried,suitcase,NA,aslg1212,1939.3125
12,13,The new teacher's nice,NA,NA,3,new,teachers,nice,NA,aslg1213,1632.979167
12,14,The traffic lights are green,NA,NA,3,traffic,lights,green,NA,aslg1214,1974.666667
12,15,They're going to the seaside,NA,NA,3,Theyre,going,seaside,NA,aslg1215,1525.333333
13,1,The story's very exciting,NA,NA,3,storys,very,exciting,NA,aslg1301,1888
13,2,He's kicking the door,NA,NA,3,Hes,kicking,door,NA,aslg1302,1194.666667
13,3,The pool was very deep,NA,NA,3,pool,very,deep,NA,aslg1303,1621.333333
13,4,Mother served the soup,NA,NA,3,Mother,served,soup,NA,aslg1304,1589.333333
13,5,The woman used her key,NA,NA,3,woman,used,key,NA,aslg1305,1856
13,6,The red dress was pretty,NA,NA,3,red,dress,pretty,NA,aslg1306,1621.333333
13,7,The pears were too hard,NA,NA,3,pears,too,hard,NA,aslg1307,1450.666667
13,8,He turned on the taps,NA,NA,3,He,turned,taps,NA,aslg1308,1312
13,9,She tore her dress,NA,NA,3,She,tore,dress,NA,aslg1309,1365.333333
13,10,Mother's filling the kettle,NA,NA,3,Mothers,filling,kettle,NA,aslg1310,1461.333333
13,11,The lady writes to her sister,NA,NA,3,lady,writes,sister,NA,aslg1311,1717.333333
13,12,They're looking at the clock,NA,NA,3,Theyre,looking,clock,NA,aslg1312,1418.666667
13,13,The farmer's buying some pigs,NA,NA,3,farmers,buying,pigs,NA,aslg1313,1728.895833
13,14,The old man is leaving,NA,NA,3,old,man,leaving,NA,aslg1314,1632
13,15,The boy ate his lunch,NA,NA,3,boy,ate,lunch,NA,aslg1315,1962.666667
14,1,The chocolate box was empty,NA,NA,3,chocolate,box,empty,NA,aslg1401,1738.666667
14,2,The boy filled the buckets,NA,NA,3,boy,filled,buckets,NA,aslg1402,1781.333333
14,3,The lorry drove up the hill,NA,NA,3,lorry,drove,hill,NA,aslg1403,1461.333333
14,4,They called the police,NA,NA,3,They,called,police,NA,aslg1404,1248
14,5,The lady wore her coat,NA,NA,3,lady,wore,coat,NA,aslg1405,1461.333333
14,6,The policeman stopped the traffic,NA,NA,3,policeman,stopped,traffic,NA,aslg1406,1653.333333
14,7,The dog heard a noise,NA,NA,3,dog,heard,noise,NA,aslg1407,1429.333333
14,8,The rose bush was blooming,NA,NA,3,rose,bush,blooming,NA,aslg1408,1525.333333
14,9,The cows grazed in the field,NA,NA,3,cows,grazed,field,NA,aslg1409,1728
14,10,The sun came out,NA,NA,3,sun,came,out,NA,aslg1410,1184
14,11,He's starting the engine,NA,NA,3,Hes,starting,engine,NA,aslg1411,1440
14,12,He's visiting his uncle,NA,NA,3,Hes,visiting,uncle,NA,aslg1412,1578.666667
14,13,The jam sticks to the plate,NA,NA,3,jam,sticks,plate,NA,aslg1413,1600
14,14,They're bringing some pears,NA,NA,3,Theyre,bringing,pears,NA,aslg1414,1546.666667
14,15,The garden's very neat,NA,NA,3,gardens,very,neat,NA,aslg1415,1514.666667
15,1,The red bus was late,NA,NA,3,red,bus,late,NA,aslg1501,1312
15,2,They're leaning on the ladder,NA,NA,3,Theyre,leaning,ladder,NA,aslg1502,1461.333333
15,3,The ice cream is melting,NA,NA,3,ice,cream,melting,NA,aslg1503,1440
15,4,The green apples were sour,NA,NA,3,green,apples,sour,NA,aslg1504,1799.770833
15,5,The family ate supper,NA,NA,3,family,ate,supper,NA,aslg1505,1605.333333
15,6,The horse was quite old,NA,NA,3,horse,quite,old,NA,aslg1506,1504
15,7,The towel's quite dry,NA,NA,3,towels,quite,dry,NA,aslg1507,1781.333333
15,8,The birds sang from the tree,NA,NA,3,birds,sang,tree,NA,aslg1508,1674.666667
15,9,The lion escaped from the zoo,NA,NA,3,lion,escaped,zoo,NA,aslg1509,1792
15,10,The man took a picture,NA,NA,3,man,took,picture,NA,aslg1510,1173.333333
15,11,They're buying some lunch,NA,NA,3,Theyre,buying,lunch,NA,aslg1511,1333.333333
15,12,He's combing his hair,NA,NA,3,Hes,combing,hair,NA,aslg1512,1365.333333
15,13,They watched the sunset,NA,NA,3,They,watched,sunset,NA,aslg1513,1248
15,14,Someone's listening at the door,NA,NA,3,Someones,listening,door,NA,aslg1514,1725.083333
15,15,The girl told her mother,NA,NA,3,girl,told,mother,NA,aslg1515,1269.333333
16,1,They did their homework,NA,NA,3,They,did,homework,NA,aslg1601,1098.666667
16,2,The sister hurt her leg,NA,NA,3,sister,hurt,leg,NA,aslg1602,1578.666667
16,3,The two boys are laughing,NA,NA,3,two,boys,laughing,NA,aslg1603,1354.666667
16,4,The big needle was sharp,NA,NA,3,big,needle,sharp,NA,aslg1604,1696
16,5,The hill was very steep,NA,NA,3,hill,very,steep,NA,aslg1605,1578.666667
16,6,Roses grow in the garden,NA,NA,3,Roses,grow,garden,NA,aslg1606,1738.666667
16,7,The puppy chased the ball,NA,NA,3,puppy,chased,ball,NA,aslg1607,1322.666667
16,8,The father answered the door,NA,NA,3,father,answered,door,NA,aslg1608,1493.333333
16,9,The iends came for tea,NA,NA,3,iends,came,tea,NA,aslg1609,1632
16,10,The old man was poor,NA,NA,3,old,man,poor,NA,aslg1610,1322.666667
16,11,They ate some plums,NA,NA,3,They,ate,plums,NA,aslg1611,1333.333333
16,12,The mice saw the trap,NA,NA,3,mice,saw,trap,NA,aslg1612,1557.333333
16,13,The car hit the tree,NA,NA,3,car,hit,tree,NA,aslg1613,1557.333333
16,14,They're hanging up their coats,NA,NA,3,Theyre,hanging,coats,NA,aslg1614,1792
16,15,She's holding a brush,NA,NA,3,Shes,holding,brush,NA,aslg1615,1194.666667
17,1,The man climbed the ladder,NA,NA,3,man,climbed,ladder,NA,aslg1701,1621.333333
17,2,Mother cooked the dinner,NA,NA,3,Mother,cooked,dinner,NA,aslg1702,1141.333333
17,3,The ice rink was closed,NA,NA,3,ice,rink,closed,NA,aslg1703,1738.666667
17,4,The ice cream was cold,NA,NA,3,ice,cream,cold,NA,aslg1704,1834.666667
17,5,They closed the curtains,NA,NA,3,They,closed,curtains,NA,aslg1705,1365.333333
17,6,The doctor came quickly,NA,NA,3,doctor,came,quickly,NA,aslg1706,1333.333333
17,7,The ice melted in the sun,NA,NA,3,ice,melted,sun,NA,aslg1707,1600
17,8,They ran up the hill,NA,NA,3,They,ran,hill,NA,aslg1708,1034.666667
17,9,The milk was very cold,NA,NA,3,milk,very,cold,NA,aslg1709,1536
17,10,The father signed a letter,NA,NA,3,father,signed,letter,NA,aslg1710,1621.333333
17,11,He remembered the way,NA,NA,3,He,remembered,way,NA,aslg1711,1280
17,12,The loud noise was sudden,NA,NA,3,loud,noise,sudden,NA,aslg1712,1630.895833
17,13,The boy grazed his knee,NA,NA,3,boy,grazed,knee,NA,aslg1713,1482.666667
17,14,The lady has small feet,NA,NA,3,lady,small,feet,NA,aslg1714,1536
17,15,They helped with the dishes,NA,NA,3,They,helped,dishes,NA,aslg1715,1461.333333
18,1,They watched the cricket,NA,NA,3,They,watched,cricket,NA,aslg1801,1120
18,2,The girl carried a basket,NA,NA,3,girl,carried,basket,NA,aslg1802,1930.666667
18,3,The baby sleeps in a cot,NA,NA,3,baby,sleeps,cot,NA,aslg1803,1557.333333
18,4,The daughter drank some lemonade,NA,NA,3,daughter,drank,lemonade,NA,aslg1804,1793.625
18,5,The little girl was staring,NA,NA,3,little,girl,staring,NA,aslg1805,1770.666667
18,6,They're living by the sea,NA,NA,3,Theyre,living,sea,NA,aslg1806,1674.666667
18,7,The church stood on the hill,NA,NA,3,church,stood,hill,NA,aslg1807,1450.666667
18,8,The farmer sowed some seeds,NA,NA,3,farmer,sowed,seeds,NA,aslg1808,1824
18,9,The east wind was cold,NA,NA,3,east,wind,cold,NA,aslg1809,1728
18,10,The blue towel was damp,NA,NA,3,blue,towel,damp,NA,aslg1810,1621.333333
18,11,The man forgot his hat,NA,NA,3,man,forgot,hat,NA,aslg1811,1621.333333
18,12,Mother's reading a story,NA,NA,3,Mothers,reading,story,NA,aslg1812,1365.333333
18,13,She ironed her skirt,NA,NA,3,She,ironed,skirt,NA,aslg1813,1653.333333
18,14,The floor was quite slippery,NA,NA,3,floor,quite,slippery,NA,aslg1814,1568
